nm; A
800,000000; 0,048037
799,000000; 0,048170
798,000000; 0,048294
797,000000; 0,048379
796,000000; 0,048384
795,000000; 0,048253
794,000000; 0,048157
793,000000; 0,048014
792,000000; 0,047831
791,000000; 0,047631
790,000000; 0,047450
789,000000; 0,047284
788,000000; 0,047173
787,000000; 0,047114
786,000000; 0,047124
785,000000; 0,047231
784,000000; 0,047464
783,000000; 0,047733
782,000000; 0,048073
781,000000; 0,048474
780,000000; 0,048909
779,000000; 0,049429
778,000000; 0,049951
777,000000; 0,050454
776,000000; 0,050931
775,000000; 0,051377
774,000000; 0,051729
773,000000; 0,052003
772,000000; 0,052231
771,000000; 0,052384
770,000000; 0,052421
769,000000; 0,052352
768,000000; 0,052300
767,000000; 0,052173
766,000000; 0,052022
765,000000; 0,051913
764,000000; 0,051702
763,000000; 0,051612
762,000000; 0,051572
761,000000; 0,051579
760,000000; 0,051655
759,000000; 0,051856
758,000000; 0,052148
757,000000; 0,052532
756,000000; 0,053001
755,000000; 0,053543
754,000000; 0,054142
753,000000; 0,054779
752,000000; 0,055395
751,000000; 0,055989
750,000000; 0,056566
749,000000; 0,057053
748,000000; 0,057427
747,000000; 0,057693
746,000000; 0,057880
745,000000; 0,058003
744,000000; 0,058022
743,000000; 0,057967
742,000000; 0,057863
741,000000; 0,057751
740,000000; 0,057660
739,000000; 0,057599
738,000000; 0,057618
737,000000; 0,057718
736,000000; 0,057908
735,000000; 0,058201
734,000000; 0,058619
733,000000; 0,059169
732,000000; 0,059815
731,000000; 0,060507
730,000000; 0,061231
729,000000; 0,061998
728,000000; 0,062789
727,000000; 0,063467
726,000000; 0,064064
725,000000; 0,064604
724,000000; 0,065100
723,000000; 0,065399
722,000000; 0,065593
721,000000; 0,065758
720,000000; 0,065856
719,000000; 0,065843
718,000000; 0,065883
717,000000; 0,065957
716,000000; 0,066072
715,000000; 0,066269
714,000000; 0,066587
713,000000; 0,067031
712,000000; 0,067638
711,000000; 0,068348
710,000000; 0,069145
709,000000; 0,070022
708,000000; 0,070977
707,000000; 0,071933
706,000000; 0,072861
705,000000; 0,073730
704,000000; 0,074521
703,000000; 0,075245
702,000000; 0,075846
701,000000; 0,076296
700,000000; 0,076650
699,000000; 0,076954
698,000000; 0,077242
697,000000; 0,077513
696,000000; 0,077794
695,000000; 0,078138
694,000000; 0,078577
693,000000; 0,079117
692,000000; 0,079811
691,000000; 0,080698
690,000000; 0,081708
689,000000; 0,082800
688,000000; 0,083951
687,000000; 0,085170
686,000000; 0,086374
685,000000; 0,087562
684,000000; 0,088681
683,000000; 0,089671
682,000000; 0,090545
681,000000; 0,091370
680,000000; 0,092090
679,000000; 0,092725
678,000000; 0,093317
677,000000; 0,093922
676,000000; 0,094608
675,000000; 0,095360
674,000000; 0,096206
673,000000; 0,097176
672,000000; 0,098324
671,000000; 0,099649
670,000000; 0,101074
669,000000; 0,102585
668,000000; 0,104162
667,000000; 0,105789
666,000000; 0,107395
665,000000; 0,108960
664,000000; 0,110463
663,000000; 0,111905
662,000000; 0,113314
661,000000; 0,114685
660,000000; 0,116050
659,000000; 0,117468
658,000000; 0,118977
657,000000; 0,120569
656,000000; 0,122297
655,000000; 0,124216
654,000000; 0,126316
653,000000; 0,128605
652,000000; 0,131103
651,000000; 0,133706
650,000000; 0,136395
649,000000; 0,139140
648,000000; 0,141899
647,000000; 0,144686
646,000000; 0,147409
645,000000; 0,150078
644,000000; 0,152714
643,000000; 0,155336
642,000000; 0,157916
641,000000; 0,160520
640,000000; 0,163200
639,000000; 0,165955
638,000000; 0,168762
637,000000; 0,171619
636,000000; 0,174564
635,000000; 0,177555
634,000000; 0,180574
633,000000; 0,183606
632,000000; 0,186637
631,000000; 0,189528
630,000000; 0,192371
629,000000; 0,195101
628,000000; 0,197665
627,000000; 0,200098
626,000000; 0,202319
625,000000; 0,204449
624,000000; 0,206493
623,000000; 0,208474
622,000000; 0,210460
621,000000; 0,212363
620,000000; 0,214317
619,000000; 0,216264
