nm; A
800,000000; 0,050983
799,000000; 0,051203
798,000000; 0,051399
797,000000; 0,051575
796,000000; 0,051727
795,000000; 0,051852
794,000000; 0,051963
793,000000; 0,052056
792,000000; 0,052118
791,000000; 0,052153
790,000000; 0,052178
789,000000; 0,052185
788,000000; 0,052156
787,000000; 0,052111
786,000000; 0,052062
785,000000; 0,052023
784,000000; 0,051988
783,000000; 0,051988
782,000000; 0,051985
781,000000; 0,051988
780,000000; 0,052032
779,000000; 0,052105
778,000000; 0,052215
777,000000; 0,052345
776,000000; 0,052502
775,000000; 0,052697
774,000000; 0,052909
773,000000; 0,053131
772,000000; 0,053348
771,000000; 0,053558
770,000000; 0,053766
769,000000; 0,053991
768,000000; 0,054179
767,000000; 0,054324
766,000000; 0,054446
765,000000; 0,054565
764,000000; 0,054619
763,000000; 0,054662
762,000000; 0,054692
761,000000; 0,054710
760,000000; 0,054711
759,000000; 0,054682
758,000000; 0,054693
757,000000; 0,054678
756,000000; 0,054672
755,000000; 0,054716
754,000000; 0,054773
753,000000; 0,054834
752,000000; 0,054941
751,000000; 0,055100
750,000000; 0,055295
749,000000; 0,055441
748,000000; 0,055661
747,000000; 0,055912
746,000000; 0,056151
745,000000; 0,056369
744,000000; 0,056643
743,000000; 0,056865
742,000000; 0,057052
741,000000; 0,057233
740,000000; 0,057413
739,000000; 0,057551
738,000000; 0,057648
737,000000; 0,057708
736,000000; 0,057747
735,000000; 0,057781
734,000000; 0,057829
733,000000; 0,057816
732,000000; 0,057868
731,000000; 0,057908
730,000000; 0,057944
729,000000; 0,058051
728,000000; 0,058148
727,000000; 0,058329
726,000000; 0,058519
725,000000; 0,058702
724,000000; 0,058903
723,000000; 0,059200
722,000000; 0,059470
721,000000; 0,059723
720,000000; 0,059982
719,000000; 0,060267
718,000000; 0,060540
717,000000; 0,060743
716,000000; 0,060951
715,000000; 0,061138
714,000000; 0,061274
713,000000; 0,061401
712,000000; 0,061489
711,000000; 0,061581
710,000000; 0,061675
709,000000; 0,061767
708,000000; 0,061866
707,000000; 0,061949
706,000000; 0,062077
705,000000; 0,062253
704,000000; 0,062470
703,000000; 0,062710
702,000000; 0,062951
701,000000; 0,063224
700,000000; 0,063522
699,000000; 0,063840
698,000000; 0,064176
697,000000; 0,064462
696,000000; 0,064778
695,000000; 0,065056
694,000000; 0,065291
693,000000; 0,065534
692,000000; 0,065776
691,000000; 0,065954
690,000000; 0,066128
689,000000; 0,066299
688,000000; 0,066437
687,000000; 0,066601
686,000000; 0,066768
685,000000; 0,066950
684,000000; 0,067167
683,000000; 0,067426
682,000000; 0,067633
681,000000; 0,067933
680,000000; 0,068246
679,000000; 0,068572
678,000000; 0,068924
677,000000; 0,069277
676,000000; 0,069621
675,000000; 0,069972
674,000000; 0,070299
673,000000; 0,070582
672,000000; 0,070839
671,000000; 0,071099
670,000000; 0,071312
669,000000; 0,071495
668,000000; 0,071659
667,000000; 0,071801
666,000000; 0,072010
665,000000; 0,072190
664,000000; 0,072371
663,000000; 0,072588
662,000000; 0,072868
661,000000; 0,073140
660,000000; 0,073464
659,000000; 0,073817
658,000000; 0,074176
657,000000; 0,074532
656,000000; 0,074884
655,000000; 0,075245
654,000000; 0,075592
653,000000; 0,075911
652,000000; 0,076198
651,000000; 0,076457
650,000000; 0,076686
649,000000; 0,076923
648,000000; 0,077184
647,000000; 0,077418
646,000000; 0,077649
645,000000; 0,077917
644,000000; 0,078202
643,000000; 0,078492
642,000000; 0,078871
641,000000; 0,079243
640,000000; 0,079655
639,000000; 0,080087
638,000000; 0,080498
637,000000; 0,080908
636,000000; 0,081305
635,000000; 0,081681
634,000000; 0,082036
633,000000; 0,082376
632,000000; 0,082708
631,000000; 0,083012
630,000000; 0,083342
629,000000; 0,083677
628,000000; 0,084010
627,000000; 0,084392
626,000000; 0,084748
625,000000; 0,085184
624,000000; 0,085670
623,000000; 0,086163
622,000000; 0,086626
621,000000; 0,087091
620,000000; 0,087602
619,000000; 0,088095
618,000000; 0,088532
617,000000; 0,088927
616,000000; 0,089340
615,000000; 0,089726
614,000000; 0,090094
613,000000; 0,090459
612,000000; 0,090837
611,000000; 0,091197
610,000000; 0,091609
609,000000; 0,092037
608,000000; 0,092486
607,000000; 0,092973
606,000000; 0,093388
605,000000; 0,093859
604,000000; 0,094342
603,000000; 0,094808
602,000000; 0,095238
601,000000; 0,095651
600,000000; 0,096040
599,000000; 0,096423
598,000000; 0,096768
597,000000; 0,097067
596,000000; 0,097468
595,000000; 0,097852
594,000000; 0,098292
593,000000; 0,098776
592,000000; 0,099275
591,000000; 0,099753
590,000000; 0,100265
589,000000; 0,100788
588,000000; 0,101271
587,000000; 0,101703
586,000000; 0,102165
585,000000; 0,102600
584,000000; 0,102994
583,000000; 0,103356
582,000000; 0,103717
581,000000; 0,104133
580,000000; 0,104563
579,000000; 0,105061
578,000000; 0,105580
577,000000; 0,106103
576,000000; 0,106641
575,000000; 0,107193
574,000000; 0,107725
573,000000; 0,108181
572,000000; 0,108602
571,000000; 0,109079
570,000000; 0,109430
569,000000; 0,109834
568,000000; 0,110249
567,000000; 0,110676
566,000000; 0,111136
565,000000; 0,111626
564,000000; 0,112180
563,000000; 0,112774
562,000000; 0,113389
561,000000; 0,114002
560,000000; 0,114586
559,000000; 0,115104
558,000000; 0,115556
557,000000; 0,115988
556,000000; 0,116428
555,000000; 0,116803
554,000000; 0,117222
553,000000; 0,117705
552,000000; 0,118264
551,000000; 0,118895
550,000000; 0,119562
549,000000; 0,120263
548,000000; 0,120977
547,000000; 0,121643
546,000000; 0,122220
545,000000; 0,122700
544,000000; 0,123190
543,000000; 0,123601
542,000000; 0,124044
541,000000; 0,124573
540,000000; 0,125149
539,000000; 0,125818
538,000000; 0,126562
537,000000; 0,127349
536,000000; 0,128150
535,000000; 0,128944
534,000000; 0,129646
533,000000; 0,130297
532,000000; 0,130860
531,000000; 0,131371
530,000000; 0,131925
529,000000; 0,132498
528,000000; 0,133222
527,000000; 0,134024
526,000000; 0,134893
525,000000; 0,135871
524,000000; 0,136848
523,000000; 0,137807
522,000000; 0,138685
521,000000; 0,139456
520,000000; 0,140132
519,000000; 0,140762
518,000000; 0,141469
517,000000; 0,142272
516,000000; 0,143182
515,000000; 0,144205
514,000000; 0,145278
513,000000; 0,146445
512,000000; 0,147588
511,000000; 0,148630
510,000000; 0,149533
509,000000; 0,150273
508,000000; 0,151052
507,000000; 0,151864
506,000000; 0,152736
505,000000; 0,153746
504,000000; 0,154948
503,000000; 0,156228
502,000000; 0,157533
501,000000; 0,158826
500,000000; 0,160082
499,000000; 0,161087
498,000000; 0,162042
497,000000; 0,162961
496,000000; 0,163922
495,000000; 0,165126
494,000000; 0,166384
493,000000; 0,167884
492,000000; 0,169508
491,000000; 0,171124
490,000000; 0,172598
489,000000; 0,173873
488,000000; 0,175044
487,000000; 0,176181
486,000000; 0,177374
485,000000; 0,178750
484,000000; 0,180426
483,000000; 0,182322
482,000000; 0,184209
481,000000; 0,186007
480,000000; 0,187714
479,000000; 0,189040
478,000000; 0,190397
477,000000; 0,191830
476,000000; 0,193381
475,000000; 0,195125
474,000000; 0,197178
473,000000; 0,199364
472,000000; 0,201450
471,000000; 0,203343
470,000000; 0,205049
469,000000; 0,206628
468,000000; 0,208140
467,000000; 0,209878
466,000000; 0,211835
465,000000; 0,213997
464,000000; 0,216330
463,000000; 0,218605
462,000000; 0,220756
461,000000; 0,222734
460,000000; 0,224548
459,000000; 0,226447
458,000000; 0,228480
457,000000; 0,230880
456,000000; 0,233637
455,000000; 0,236509
454,000000; 0,239202
453,000000; 0,241636
452,000000; 0,243838
451,000000; 0,245982
450,000000; 0,248567
449,000000; 0,251525
448,000000; 0,254694
447,000000; 0,257915
446,000000; 0,261024
445,000000; 0,263809
444,000000; 0,266449
443,000000; 0,269112
442,000000; 0,272053
441,000000; 0,275451
440,000000; 0,279069
439,000000; 0,282673
438,000000; 0,286122
437,000000; 0,289356
436,000000; 0,292427
435,000000; 0,295591
434,000000; 0,299346
433,000000; 0,303366
432,000000; 0,307506
431,000000; 0,311604
430,000000; 0,315476
429,000000; 0,319060
428,000000; 0,323038
427,000000; 0,327499
426,000000; 0,332282
425,000000; 0,337030
424,000000; 0,341676
423,000000; 0,346068
422,000000; 0,350696
421,000000; 0,355659
420,000000; 0,360881
419,000000; 0,366526
418,000000; 0,371863
417,000000; 0,377134
416,000000; 0,382420
415,000000; 0,387781
414,000000; 0,393334
413,000000; 0,399559
412,000000; 0,405613
411,000000; 0,411415
410,000000; 0,417092
409,000000; 0,422892
408,000000; 0,429476
407,000000; 0,436261
406,000000; 0,443108
405,000000; 0,449944
404,000000; 0,456648
403,000000; 0,463737
402,000000; 0,471400
401,000000; 0,479369
400,000000; 0,487581
399,000000; 0,496684
398,000000; 0,504849
397,000000; 0,513485
396,000000; 0,522792
395,000000; 0,532608
394,000000; 0,542065
393,000000; 0,551786
392,000000; 0,561941
391,000000; 0,572663
390,000000; 0,583940
389,000000; 0,595500
388,000000; 0,607735
387,000000; 0,620146
386,000000; 0,633298
385,000000; 0,647500
384,000000; 0,662510
383,000000; 0,676952
382,000000; 0,693490
381,000000; 0,710618
380,000000; 0,728581
379,000000; 0,749123
378,000000; 0,769743
377,000000; 0,791528
376,000000; 0,813593
375,000000; 0,837231
374,000000; 0,864995
373,000000; 0,896635
372,000000; 0,929615
371,000000; 0,966817
370,000000; 1,006711
369,000000; 1,048201
368,000000; 1,098854
367,000000; 1,150417
366,000000; 1,206112
365,000000; 1,273022
364,000000; 1,355567
363,000000; 1,441470
362,000000; 1,537728
361,000000; 1,631759
360,000000; 1,711434
359,000000; 1,765718
358,000000; 1,835674
357,000000; 1,905264
356,000000; 1,978320
355,000000; 2,085031
354,000000; 2,274078
353,000000; 2,225422
352,000000; 2,176062
351,000000; 2,221887
350,000000; 2,804598
349,000000; 4,096971
348,000000; 4,231777
347,000000; 4,244981
346,000000; 4,263770
345,000000; 4,288484
