nm; A
800,000000; 0,048894
799,000000; 0,048943
798,000000; 0,049010
797,000000; 0,049152
796,000000; 0,049373
795,000000; 0,049631
794,000000; 0,049950
793,000000; 0,050323
792,000000; 0,050730
791,000000; 0,051155
790,000000; 0,051581
789,000000; 0,052001
788,000000; 0,052362
787,000000; 0,052699
786,000000; 0,052992
785,000000; 0,053193
784,000000; 0,053395
783,000000; 0,053505
782,000000; 0,053522
781,000000; 0,053470
780,000000; 0,053393
779,000000; 0,053317
778,000000; 0,053150
777,000000; 0,052997
776,000000; 0,052881
775,000000; 0,052786
774,000000; 0,052702
773,000000; 0,052676
772,000000; 0,052691
771,000000; 0,052757
770,000000; 0,052890
769,000000; 0,053104
768,000000; 0,053411
767,000000; 0,053752
766,000000; 0,054131
765,000000; 0,054558
764,000000; 0,054988
763,000000; 0,055456
762,000000; 0,055921
761,000000; 0,056363
760,000000; 0,056777
759,000000; 0,057155
758,000000; 0,057412
757,000000; 0,057624
756,000000; 0,057804
755,000000; 0,057939
754,000000; 0,057948
753,000000; 0,057923
752,000000; 0,057853
751,000000; 0,057769
750,000000; 0,057697
749,000000; 0,057615
748,000000; 0,057580
747,000000; 0,057611
746,000000; 0,057698
745,000000; 0,057834
744,000000; 0,058050
743,000000; 0,058368
742,000000; 0,058720
741,000000; 0,059144
740,000000; 0,059642
739,000000; 0,060138
738,000000; 0,060660
737,000000; 0,061215
736,000000; 0,061739
735,000000; 0,062210
734,000000; 0,062655
733,000000; 0,062995
732,000000; 0,063300
731,000000; 0,063537
730,000000; 0,063708
729,000000; 0,063837
728,000000; 0,063867
727,000000; 0,063928
726,000000; 0,063945
725,000000; 0,063948
724,000000; 0,064012
723,000000; 0,064048
722,000000; 0,064172
721,000000; 0,064406
720,000000; 0,064733
719,000000; 0,065125
718,000000; 0,065610
717,000000; 0,066176
716,000000; 0,066800
715,000000; 0,067453
714,000000; 0,068105
713,000000; 0,068742
712,000000; 0,069357
711,000000; 0,069939
710,000000; 0,070458
709,000000; 0,070901
708,000000; 0,071301
707,000000; 0,071553
706,000000; 0,071777
705,000000; 0,071967
704,000000; 0,072121
703,000000; 0,072254
702,000000; 0,072391
701,000000; 0,072606
700,000000; 0,072856
699,000000; 0,073150
698,000000; 0,073573
697,000000; 0,074034
696,000000; 0,074637
695,000000; 0,075310
694,000000; 0,076031
693,000000; 0,076823
692,000000; 0,077664
691,000000; 0,078437
690,000000; 0,079206
689,000000; 0,079951
688,000000; 0,080607
687,000000; 0,081154
686,000000; 0,081687
685,000000; 0,082124
684,000000; 0,082490
683,000000; 0,082827
682,000000; 0,083041
681,000000; 0,083362
680,000000; 0,083722
679,000000; 0,084125
678,000000; 0,084596
677,000000; 0,085205
676,000000; 0,085900
675,000000; 0,086686
674,000000; 0,087547
673,000000; 0,088458
672,000000; 0,089408
671,000000; 0,090417
670,000000; 0,091401
669,000000; 0,092312
668,000000; 0,093131
667,000000; 0,093892
666,000000; 0,094602
665,000000; 0,095221
664,000000; 0,095776
663,000000; 0,096307
662,000000; 0,096866
661,000000; 0,097404
660,000000; 0,098026
659,000000; 0,098738
658,000000; 0,099552
657,000000; 0,100508
656,000000; 0,101557
655,000000; 0,102738
654,000000; 0,104025
653,000000; 0,105396
652,000000; 0,106816
651,000000; 0,108194
650,000000; 0,109583
649,000000; 0,110955
648,000000; 0,112263
647,000000; 0,113469
646,000000; 0,114640
645,000000; 0,115761
644,000000; 0,116844
643,000000; 0,117920
642,000000; 0,119091
641,000000; 0,120324
640,000000; 0,121691
639,000000; 0,123187
638,000000; 0,124783
637,000000; 0,126517
636,000000; 0,128379
635,000000; 0,130300
634,000000; 0,132260
633,000000; 0,134240
632,000000; 0,136186
631,000000; 0,138147
630,000000; 0,140059
629,000000; 0,141918
628,000000; 0,143724
627,000000; 0,145447
626,000000; 0,147122
625,000000; 0,148802
624,000000; 0,150509
623,000000; 0,152262
622,000000; 0,154075
621,000000; 0,155965
620,000000; 0,157946
619,000000; 0,159972
618,000000; 0,162022
617,000000; 0,164110
616,000000; 0,166117
615,000000; 0,168058
614,000000; 0,169871
613,000000; 0,171526
612,000000; 0,173028
611,000000; 0,174324
610,000000; 0,175523
609,000000; 0,176625
608,000000; 0,177665
607,000000; 0,178702
606,000000; 0,179738
605,000000; 0,180838
604,000000; 0,182049
603,000000; 0,183343
602,000000; 0,184673
601,000000; 0,186142
600,000000; 0,187586
599,000000; 0,189019
598,000000; 0,190415
597,000000; 0,191745
596,000000; 0,193000
595,000000; 0,194169
594,000000; 0,195289
593,000000; 0,196425
592,000000; 0,197636
591,000000; 0,198934
590,000000; 0,200403
589,000000; 0,202055
588,000000; 0,203882
587,000000; 0,205870
586,000000; 0,208021
585,000000; 0,210289
584,000000; 0,212567
583,000000; 0,214806
582,000000; 0,216988
581,000000; 0,219138
580,000000; 0,221196
579,000000; 0,223315
578,000000; 0,225429
577,000000; 0,227567
576,000000; 0,229849
575,000000; 0,232307
574,000000; 0,234928
573,000000; 0,237653
572,000000; 0,240450
571,000000; 0,243311
570,000000; 0,246188
569,000000; 0,249034
568,000000; 0,251822
567,000000; 0,254532
566,000000; 0,257155
565,000000; 0,259673
564,000000; 0,262153
563,000000; 0,264656
562,000000; 0,267219
561,000000; 0,269873
560,000000; 0,272666
559,000000; 0,275461
558,000000; 0,278242
557,000000; 0,281030
556,000000; 0,283804
555,000000; 0,286324
554,000000; 0,288726
553,000000; 0,291038
552,000000; 0,293216
551,000000; 0,295271
550,000000; 0,297310
549,000000; 0,299317
548,000000; 0,301296
547,000000; 0,303283
546,000000; 0,305293
545,000000; 0,307287
544,000000; 0,309118
543,000000; 0,310746
542,000000; 0,312222
541,000000; 0,313544
540,000000; 0,314638
539,000000; 0,315462
538,000000; 0,316102
537,000000; 0,316671
536,000000; 0,317199
535,000000; 0,317634
534,000000; 0,317961
533,000000; 0,318180
532,000000; 0,318275
531,000000; 0,318246
530,000000; 0,318108
529,000000; 0,317549
528,000000; 0,316748
527,000000; 0,315694
526,000000; 0,314458
525,000000; 0,313197
524,000000; 0,311695
523,000000; 0,310269
522,000000; 0,308832
521,000000; 0,307321
520,000000; 0,305695
519,000000; 0,304053
518,000000; 0,302235
517,000000; 0,300277
516,000000; 0,298191
515,000000; 0,295968
514,000000; 0,293804
513,000000; 0,291693
512,000000; 0,289719
511,000000; 0,287887
510,000000; 0,286097
509,000000; 0,284415
508,000000; 0,282786
507,000000; 0,281143
506,000000; 0,279411
505,000000; 0,277494
504,000000; 0,275785
503,000000; 0,274162
502,000000; 0,272623
501,000000; 0,271221
500,000000; 0,270099
499,000000; 0,269079
498,000000; 0,268120
497,000000; 0,267135
496,000000; 0,266091
495,000000; 0,265052
494,000000; 0,264060
493,000000; 0,263155
492,000000; 0,262391
491,000000; 0,261813
490,000000; 0,261460
489,000000; 0,261231
488,000000; 0,261001
487,000000; 0,260756
486,000000; 0,260489
485,000000; 0,260198
484,000000; 0,259959
483,000000; 0,259922
482,000000; 0,260087
481,000000; 0,260425
480,000000; 0,260876
479,000000; 0,261300
478,000000; 0,261785
477,000000; 0,262218
476,000000; 0,262597
475,000000; 0,263011
474,000000; 0,263638
473,000000; 0,264557
472,000000; 0,265547
471,000000; 0,266619
470,000000; 0,267679
469,000000; 0,268638
468,000000; 0,269615
467,000000; 0,270522
466,000000; 0,271556
465,000000; 0,272758
464,000000; 0,274153
463,000000; 0,275647
462,000000; 0,277259
461,000000; 0,278786
460,000000; 0,280143
459,000000; 0,281645
458,000000; 0,283134
457,000000; 0,284829
456,000000; 0,286803
455,000000; 0,289058
454,000000; 0,291157
453,000000; 0,293231
452,000000; 0,295217
451,000000; 0,297094
450,000000; 0,299186
449,000000; 0,301565
448,000000; 0,304212
