nm; A
800,000000; 0,049935
799,000000; 0,050010
798,000000; 0,050093
797,000000; 0,050167
796,000000; 0,050235
795,000000; 0,050317
794,000000; 0,050409
793,000000; 0,050494
792,000000; 0,050580
791,000000; 0,050668
790,000000; 0,050746
789,000000; 0,050763
788,000000; 0,050851
787,000000; 0,050944
786,000000; 0,051022
785,000000; 0,051087
784,000000; 0,051166
783,000000; 0,051277
782,000000; 0,051398
781,000000; 0,051528
780,000000; 0,051677
779,000000; 0,051800
778,000000; 0,051983
777,000000; 0,052146
776,000000; 0,052301
775,000000; 0,052494
774,000000; 0,052647
773,000000; 0,052810
772,000000; 0,052990
771,000000; 0,053153
770,000000; 0,053267
769,000000; 0,053433
768,000000; 0,053571
767,000000; 0,053695
766,000000; 0,053824
765,000000; 0,053965
764,000000; 0,054039
763,000000; 0,054126
762,000000; 0,054240
761,000000; 0,054361
760,000000; 0,054477
759,000000; 0,054646
758,000000; 0,054804
757,000000; 0,054982
756,000000; 0,055158
755,000000; 0,055322
754,000000; 0,055589
753,000000; 0,055806
752,000000; 0,056020
751,000000; 0,056261
750,000000; 0,056539
749,000000; 0,056779
748,000000; 0,057073
747,000000; 0,057327
746,000000; 0,057567
745,000000; 0,057819
744,000000; 0,058048
743,000000; 0,058286
742,000000; 0,058515
741,000000; 0,058734
740,000000; 0,058937
739,000000; 0,059113
738,000000; 0,059321
737,000000; 0,059534
736,000000; 0,059767
735,000000; 0,060020
734,000000; 0,060269
733,000000; 0,060568
732,000000; 0,060864
731,000000; 0,061185
730,000000; 0,061544
729,000000; 0,061937
728,000000; 0,062304
727,000000; 0,062697
726,000000; 0,063107
725,000000; 0,063526
724,000000; 0,063944
723,000000; 0,064355
722,000000; 0,064784
721,000000; 0,065238
720,000000; 0,065699
719,000000; 0,066141
718,000000; 0,066546
717,000000; 0,067009
716,000000; 0,067499
715,000000; 0,068009
714,000000; 0,068541
713,000000; 0,069096
712,000000; 0,069724
711,000000; 0,070369
710,000000; 0,071056
709,000000; 0,071802
708,000000; 0,072589
707,000000; 0,073494
706,000000; 0,074449
705,000000; 0,075443
704,000000; 0,076496
703,000000; 0,077666
702,000000; 0,078853
701,000000; 0,080133
700,000000; 0,081498
699,000000; 0,082949
698,000000; 0,084506
697,000000; 0,086239
696,000000; 0,088076
695,000000; 0,090093
694,000000; 0,092315
693,000000; 0,094720
692,000000; 0,097511
691,000000; 0,100491
690,000000; 0,103765
689,000000; 0,107392
688,000000; 0,111389
687,000000; 0,115863
686,000000; 0,120759
685,000000; 0,126097
684,000000; 0,131840
683,000000; 0,137952
682,000000; 0,144712
681,000000; 0,151982
680,000000; 0,159758
679,000000; 0,167901
678,000000; 0,176289
677,000000; 0,185211
676,000000; 0,194626
675,000000; 0,204311
674,000000; 0,214132
673,000000; 0,224011
672,000000; 0,234082
671,000000; 0,244133
670,000000; 0,253953
669,000000; 0,263452
668,000000; 0,272585
667,000000; 0,281363
666,000000; 0,289460
665,000000; 0,297007
664,000000; 0,304006
663,000000; 0,310504
662,000000; 0,316550
661,000000; 0,321784
660,000000; 0,326466
659,000000; 0,330658
658,000000; 0,334354
657,000000; 0,337504
656,000000; 0,339893
655,000000; 0,341916
654,000000; 0,343544
653,000000; 0,344777
652,000000; 0,345654
651,000000; 0,346034
650,000000; 0,346114
649,000000; 0,345901
648,000000; 0,345382
647,000000; 0,344492
646,000000; 0,343248
645,000000; 0,341725
644,000000; 0,339936
643,000000; 0,337880
642,000000; 0,335455
641,000000; 0,332801
640,000000; 0,329903
639,000000; 0,326824
638,000000; 0,323646
637,000000; 0,320290
636,000000; 0,316964
635,000000; 0,313635
634,000000; 0,310382
633,000000; 0,307263
632,000000; 0,304163
631,000000; 0,301361
630,000000; 0,298617
629,000000; 0,295969
628,000000; 0,293471
627,000000; 0,291113
626,000000; 0,288918
625,000000; 0,286875
624,000000; 0,284995
623,000000; 0,283280
622,000000; 0,281718
621,000000; 0,280378
620,000000; 0,279206
619,000000; 0,278209
618,000000; 0,277375
617,000000; 0,276675
616,000000; 0,276214
615,000000; 0,275905
614,000000; 0,275695
613,000000; 0,275573
612,000000; 0,275560
611,000000; 0,275580
610,000000; 0,275644
609,000000; 0,275682
608,000000; 0,275700
607,000000; 0,275743
606,000000; 0,275673
605,000000; 0,275532
604,000000; 0,275367
603,000000; 0,275138
602,000000; 0,274789
601,000000; 0,274418
600,000000; 0,273984
599,000000; 0,273486
598,000000; 0,272941
597,000000; 0,272359
596,000000; 0,271712
595,000000; 0,271019
594,000000; 0,270265
593,000000; 0,269476
592,000000; 0,268671
591,000000; 0,267800
590,000000; 0,267000
589,000000; 0,266181
588,000000; 0,265408
587,000000; 0,264700
586,000000; 0,263931
585,000000; 0,263271
584,000000; 0,262658
583,000000; 0,262160
582,000000; 0,261769
581,000000; 0,261365
580,000000; 0,261081
579,000000; 0,260910
578,000000; 0,260796
577,000000; 0,260726
576,000000; 0,260733
575,000000; 0,260848
574,000000; 0,260962
573,000000; 0,261175
572,000000; 0,261489
571,000000; 0,261830
570,000000; 0,262236
569,000000; 0,262686
568,000000; 0,263209
567,000000; 0,263786
566,000000; 0,264365
565,000000; 0,264873
564,000000; 0,265378
563,000000; 0,265807
562,000000; 0,266199
561,000000; 0,266596
560,000000; 0,266805
559,000000; 0,266927
558,000000; 0,266956
557,000000; 0,266914
556,000000; 0,266813
555,000000; 0,266563
554,000000; 0,266096
553,000000; 0,265470
552,000000; 0,264713
551,000000; 0,263802
550,000000; 0,262599
549,000000; 0,261244
548,000000; 0,259758
547,000000; 0,258164
546,000000; 0,256466
545,000000; 0,254618
544,000000; 0,252752
543,000000; 0,250807
542,000000; 0,248792
