nm; A
800,000000; 0,045931
799,000000; 0,045814
798,000000; 0,045758
797,000000; 0,045744
796,000000; 0,045785
795,000000; 0,045921
794,000000; 0,046171
793,000000; 0,046456
792,000000; 0,046797
791,000000; 0,047182
790,000000; 0,047579
789,000000; 0,048072
788,000000; 0,048568
787,000000; 0,049022
786,000000; 0,049431
785,000000; 0,049822
784,000000; 0,050195
783,000000; 0,050468
782,000000; 0,050660
781,000000; 0,050769
780,000000; 0,050793
779,000000; 0,050783
778,000000; 0,050675
777,000000; 0,050492
776,000000; 0,050274
775,000000; 0,050064
774,000000; 0,049789
773,000000; 0,049546
772,000000; 0,049358
771,000000; 0,049216
770,000000; 0,049103
769,000000; 0,049071
768,000000; 0,049177
767,000000; 0,049371
766,000000; 0,049650
765,000000; 0,050020
764,000000; 0,050483
763,000000; 0,051006
762,000000; 0,051574
761,000000; 0,052178
760,000000; 0,052800
759,000000; 0,053393
758,000000; 0,053926
757,000000; 0,054420
756,000000; 0,054843
755,000000; 0,055164
754,000000; 0,055386
753,000000; 0,055526
752,000000; 0,055547
751,000000; 0,055467
750,000000; 0,055317
749,000000; 0,055134
748,000000; 0,054946
747,000000; 0,054727
746,000000; 0,054525
745,000000; 0,054385
744,000000; 0,054307
743,000000; 0,054410
742,000000; 0,054590
741,000000; 0,054869
740,000000; 0,055253
739,000000; 0,055707
738,000000; 0,056337
737,000000; 0,057027
736,000000; 0,057763
735,000000; 0,058525
734,000000; 0,059285
733,000000; 0,060011
732,000000; 0,060710
731,000000; 0,061293
730,000000; 0,061766
729,000000; 0,062203
728,000000; 0,062426
727,000000; 0,062567
726,000000; 0,062615
725,000000; 0,062589
724,000000; 0,062522
723,000000; 0,062413
722,000000; 0,062346
721,000000; 0,062320
720,000000; 0,062359
719,000000; 0,062489
718,000000; 0,062735
717,000000; 0,063204
716,000000; 0,063785
715,000000; 0,064477
714,000000; 0,065285
713,000000; 0,066161
712,000000; 0,067122
711,000000; 0,068097
710,000000; 0,069063
709,000000; 0,069995
708,000000; 0,070836
707,000000; 0,071600
706,000000; 0,072253
705,000000; 0,072786
704,000000; 0,073213
703,000000; 0,073567
702,000000; 0,073818
701,000000; 0,074012
700,000000; 0,074200
699,000000; 0,074428
698,000000; 0,074729
697,000000; 0,075136
696,000000; 0,075665
695,000000; 0,076322
694,000000; 0,077114
693,000000; 0,078050
692,000000; 0,079202
691,000000; 0,080472
690,000000; 0,081830
689,000000; 0,083238
688,000000; 0,084660
687,000000; 0,086080
686,000000; 0,087456
685,000000; 0,088783
684,000000; 0,090030
683,000000; 0,091171
682,000000; 0,092253
681,000000; 0,093318
680,000000; 0,094379
679,000000; 0,095452
678,000000; 0,096567
677,000000; 0,097828
676,000000; 0,099276
675,000000; 0,100893
674,000000; 0,102685
673,000000; 0,104666
672,000000; 0,106933
671,000000; 0,109469
670,000000; 0,112162
669,000000; 0,115021
668,000000; 0,118031
667,000000; 0,121138
666,000000; 0,124379
665,000000; 0,127611
664,000000; 0,130867
663,000000; 0,134200
662,000000; 0,137662
661,000000; 0,141110
660,000000; 0,144610
659,000000; 0,148206
658,000000; 0,151908
657,000000; 0,155687
656,000000; 0,159423
655,000000; 0,163258
654,000000; 0,167205
653,000000; 0,171276
652,000000; 0,175375
651,000000; 0,179421
650,000000; 0,183393
649,000000; 0,187301
648,000000; 0,191133
647,000000; 0,194917
646,000000; 0,198437
645,000000; 0,201814
644,000000; 0,205026
643,000000; 0,208034
642,000000; 0,210752
641,000000; 0,213218
640,000000; 0,215534
639,000000; 0,217676
638,000000; 0,219601
637,000000; 0,221310
636,000000; 0,222804
635,000000; 0,224172
634,000000; 0,225435
633,000000; 0,226604
632,000000; 0,227673
631,000000; 0,228663
630,000000; 0,229609
629,000000; 0,230485
628,000000; 0,231275
627,000000; 0,231995
626,000000; 0,232500
625,000000; 0,232933
624,000000; 0,233267
623,000000; 0,233479
622,000000; 0,233577
621,000000; 0,233538
620,000000; 0,233471
619,000000; 0,233378
618,000000; 0,233296
617,000000; 0,233314
616,000000; 0,233411
615,000000; 0,233738
614,000000; 0,234224
613,000000; 0,234840
612,000000; 0,235608
611,000000; 0,236751
610,000000; 0,237928
609,000000; 0,239244
608,000000; 0,240664
607,000000; 0,242078
606,000000; 0,243514
605,000000; 0,244907
604,000000; 0,246325
603,000000; 0,247788
602,000000; 0,249297
601,000000; 0,250878
600,000000; 0,252675
599,000000; 0,254631
598,000000; 0,256784
597,000000; 0,259178
596,000000; 0,261794
595,000000; 0,264734
594,000000; 0,267862
593,000000; 0,271135
592,000000; 0,274498
591,000000; 0,277829
590,000000; 0,281084
589,000000; 0,284240
588,000000; 0,287291
587,000000; 0,290269
586,000000; 0,293270
585,000000; 0,296329
584,000000; 0,299512
583,000000; 0,302884
582,000000; 0,306447
581,000000; 0,310119
580,000000; 0,314214
579,000000; 0,318330
578,000000; 0,322578
577,000000; 0,326928
576,000000; 0,331179
575,000000; 0,335281
574,000000; 0,339312
573,000000; 0,343274
572,000000; 0,347193
571,000000; 0,351127
570,000000; 0,355187
569,000000; 0,359395
568,000000; 0,363792
567,000000; 0,368402
566,000000; 0,373243
565,000000; 0,378447
564,000000; 0,383611
563,000000; 0,388907
562,000000; 0,394173
561,000000; 0,399180
560,000000; 0,404008
559,000000; 0,408413
558,000000; 0,412658
557,000000; 0,416679
556,000000; 0,420435
555,000000; 0,424174
554,000000; 0,427823
553,000000; 0,431345
552,000000; 0,434755
551,000000; 0,438016
550,000000; 0,440828
549,000000; 0,443026
548,000000; 0,444628
547,000000; 0,445593
546,000000; 0,445905
545,000000; 0,445546
544,000000; 0,444543
543,000000; 0,443071
542,000000; 0,441215
541,000000; 0,439035
540,000000; 0,436554
539,000000; 0,433643
538,000000; 0,430310
537,000000; 0,426610
536,000000; 0,422513
535,000000; 0,417921
534,000000; 0,412966
533,000000; 0,407597
532,000000; 0,401918
531,000000; 0,396005
530,000000; 0,389923
529,000000; 0,383844
528,000000; 0,377761
527,000000; 0,371728
526,000000; 0,365789
525,000000; 0,359975
524,000000; 0,354100
523,000000; 0,348231
522,000000; 0,342322
521,000000; 0,336427
520,000000; 0,330701
519,000000; 0,325041
518,000000; 0,319618
517,000000; 0,314447
516,000000; 0,309503
515,000000; 0,304729
514,000000; 0,300471
513,000000; 0,296228
512,000000; 0,292164
511,000000; 0,288305
510,000000; 0,284498
509,000000; 0,280966
508,000000; 0,277460
507,000000; 0,274116
506,000000; 0,270988
505,000000; 0,268007
504,000000; 0,265237
503,000000; 0,262774
502,000000; 0,260436
501,000000; 0,258155
500,000000; 0,256042
499,000000; 0,254109
498,000000; 0,252274
497,000000; 0,250464
496,000000; 0,248678
495,000000; 0,247041
494,000000; 0,245441
493,000000; 0,244073
492,000000; 0,242860
491,000000; 0,241778
490,000000; 0,240946
489,000000; 0,240206
488,000000; 0,239589
487,000000; 0,238979
486,000000; 0,238326
485,000000; 0,237730
484,000000; 0,237142
483,000000; 0,236723
482,000000; 0,236492
481,000000; 0,236475
480,000000; 0,236673
479,000000; 0,236891
478,000000; 0,237071
477,000000; 0,237164
476,000000; 0,237267
475,000000; 0,237437
474,000000; 0,237640
473,000000; 0,238084
472,000000; 0,238719
471,000000; 0,239476
470,000000; 0,240290
469,000000; 0,241093
468,000000; 0,241800
467,000000; 0,242319
466,000000; 0,242894
465,000000; 0,243571
464,000000; 0,244381
463,000000; 0,245355
462,000000; 0,246506
461,000000; 0,247747
460,000000; 0,249011
459,000000; 0,250252
458,000000; 0,251283
457,000000; 0,252364
456,000000; 0,253572
455,000000; 0,254893
454,000000; 0,256357
453,000000; 0,258045
452,000000; 0,259779
451,000000; 0,261364
450,000000; 0,263126
449,000000; 0,264802
448,000000; 0,266499
447,000000; 0,268294
446,000000; 0,270242
445,000000; 0,272378
444,000000; 0,274640
443,000000; 0,276907
442,000000; 0,279095
441,000000; 0,281189
440,000000; 0,283392
439,000000; 0,285567
438,000000; 0,288082
437,000000; 0,290807
436,000000; 0,293569
435,000000; 0,296288
434,000000; 0,299255
433,000000; 0,301917
432,000000; 0,304670
431,000000; 0,307749
430,000000; 0,311060
429,000000; 0,314533
428,000000; 0,318211
427,000000; 0,321761
426,000000; 0,325134
425,000000; 0,328541
424,000000; 0,332203
423,000000; 0,336435
422,000000; 0,340792
421,000000; 0,345068
420,000000; 0,349194
419,000000; 0,353210
418,000000; 0,357717
417,000000; 0,362661
416,000000; 0,367812
415,000000; 0,372902
414,000000; 0,377727
413,000000; 0,382122
412,000000; 0,387116
411,000000; 0,392592
410,000000; 0,398296
409,000000; 0,404253
408,000000; 0,409878
407,000000; 0,415340
406,000000; 0,421057
405,000000; 0,427368
404,000000; 0,434110
403,000000; 0,440779
402,000000; 0,447305
401,000000; 0,454022
400,000000; 0,461405
399,000000; 0,470076
398,000000; 0,478551
397,000000; 0,487045
396,000000; 0,495396
395,000000; 0,503824
394,000000; 0,513373
393,000000; 0,522714
392,000000; 0,532535
391,000000; 0,542301
390,000000; 0,552223
389,000000; 0,563964
388,000000; 0,575546
387,000000; 0,587426
386,000000; 0,599821
385,000000; 0,612983
384,000000; 0,627161
383,000000; 0,642126
382,000000; 0,657808
381,000000; 0,673967
380,000000; 0,691129
379,000000; 0,710449
378,000000; 0,730162
377,000000; 0,751740
376,000000; 0,773735
375,000000; 0,797817
374,000000; 0,826603
373,000000; 0,855226
372,000000; 0,889203
371,000000; 0,924863
370,000000; 0,963396
369,000000; 1,007118
368,000000; 1,055206
367,000000; 1,104554
366,000000; 1,166637
365,000000; 1,241461
364,000000; 1,326937
363,000000; 1,420664
362,000000; 1,501897
361,000000; 1,619830
360,000000; 1,730280
359,000000; 1,792726
358,000000; 1,917131
357,000000; 2,033353
356,000000; 2,148294
355,000000; 2,236594
354,000000; 2,284959
353,000000; 2,458841
352,000000; 2,826475
351,000000; 3,453903
350,000000; 3,861546
349,000000; 4,299611
348,000000; 4,262953
347,000000; 4,237213
346,000000; 4,219887
345,000000; 4,251425
344,000000; 4,283446
343,000000; 4,314578
